Source	Character	Field	OldValue	NewValue
h	噌	comment	Miso is the fermented soybean paste commonly used in Japanese cooking as a base for soups and stews. Editor's note: The right side looks very different depending on the font and source. Heisig's book uses here the simpler form of 'increase' 曽 primitive but the miso kanji    seems to be using more archaic 曾 which has 'eight' instead of 'animal horns' and the 'rice field' is more complex as well.	Miso is the fermented soybean paste commonly used in Japanese cooking as a base for soups and stews.
cs	噌	comment		The right side looks very different depending on the font and source. Heisig's book uses here the simpler form of 'increase' 曽 primitive but the miso kanji seems to be using more archaic 曾 which has 'eight' instead of 'animal horns' and the 'rice field' is more complex as well.
cs	紫	primitives		此糸
h	冋	primitives		冂口
cs	冋	primitive_keywords		biker moustache
cs	冋	story		This is a pictograph of a full <b>biker moustache</b> (a la Hulk Hogan).
cs	冋	comment		This is a crowd-sourced non-Heisig primitive.
h	喬	primitives	夭口高	夭高
cs	喬	primitives		夭口冋
h	嶋	comment	The alternate form is used mainly in names. It differs from the stan- dard form 島 only in the positioning of the mountain.	The alternate form is used mainly in names. It differs from the standard form 島 only in the positioning of the mountain.
cs	澤	keywords		happy swamp
cs	澤	story		To distinguish this kanji from <i>swamp</i> (沢) we name this arbitrarily <b>happy swamp</b>. This is a place where you can <i>see</i> (罒) different species living <i>happily</i> (幸) together. And since this is a swamp there will be naturally lots of <i>water</i> (水) around.
cs	澤	comment		This kanji is mainly in names, for example in the name of the famous director Akira Kurosawa (黒澤明).
h	澤	primitives		水罒幸
h	冠	primitives	冖元	冖元寸
cs	鷹	primitives		雁鳥广
rrtk	些	story	<i>Two</i>(二)-year-olds don't have a <b>whit</b> of interest to <i>stop</i> (止) and <i>sit down</i> (止). They'd likely explode with all that energy.	<i>Two</i>(二)-year-olds don't have a <b>whit</b> of interest to <i>stop</i> (止) and <i>sit down</i> (匕). They'd likely explode with all that energy.
cs	薦	primitives		艹鹿[slingshot]火
h	事	primitives	事	一口肀
cs	莉	keywords		2nd jasmine
cs	莉	story		["I have no idea why Heisig chose this keyword because it doesn't seem to have any relation to hawthorn (Crataegus, the genus for certain shrubs and trees). This kanji is instead used mainly in word \u8309\u8389 (\u307e\u3064\u308a, Arabian jasmine) and so we name this arbitrarily <b>2nd jasmine</b>. ", "Story: You go into <i>extreme</i> lenghts to acquire the first jasmine <i>flower</i> (\u8309) but once you have it you can sell the <b>second jasmine</b> (\u8389) for <i>profit</i> (\u5229)."]
cs	鴉	keywords		raven
cs	鴉	comment		Both this kanji 鴉 and 烏 (keyword: crow) have the same reading (がらす) and meaning of a crow, whereas <b>raven</b> is written as 大鴉 (おおがらす).
h	鴉	primitives		牙鳥
cs	祓	story		The poor chihuahua (犬) has been possessed by demons which have to be <b>exorcised</b>. Unfortunately this process involves placing him on the altar (示) and hacking away his other leg with a katana (丿)...!
cs	裟	primitives		沙衣
cs	瀕	primitives		渉頁
cs	袈	comment		<b>stole</b>: a woman's long scarf or shawl, especially of fur or similar material, worn loosely over the shoulders.
h	炒	primitives		火少
cs	曝	keywords	exposed	harmfully exposed
cs	曝	story		["Astronauts are in danger of being <b>harmfully exposed</b> to strong <i>outbursts</i> (\u66b4) of radiation from the <i>sun</i> (\u65e5) during solar flares (solar <i>outburst</i>).", "Compare with the keyword <i>expose</i> (\u62ab)."]
cs	曝	comment	Astronauts are in danger of being <b>exposed</b> to strong <i>outbursts</i> (暴) of radiation from the <i>sun</i> (日) during solar flares (solar <i>outburst</i>).	
cs	瑞	story		The <i>king</i> (王) is so fortunate. He has a <i>specialized</i> (耑) staff to keep him happy. This includes things like <i>combing</i> (而) his hair while he can just relax and enjoy the great <i>mountain</i> (山) view from his castle.
cs	詭	keywords		deceptive
h	詭	primitives		言危
h	煢	primitives		火火冖乙十
cs	煢	primitives		火火冖卂
h	米	comment	As a primitive, it keeps its meaning of <i>rice</i>, and is meant to connote a very ordinary, commonplace grain, in contrast to the primitive for <i>wheat</i> that we just learned. (This meaning accords well with Japan, where the output of <i>rice</i> far exceeds that of <i>wheat</i>.) It occasionally takes a different shape when it stands on its own, or is joined to a line above. In this case, we shall have it refer specifically to <i>grains of rice</i>. This primitive is not to be confused with the similar-looking primitive for <i>water</i>. While the stroke orders are nearly alike, <i>grains of rice</i> has 5 strokes, while <i>water</i> only has 4 because it joins the second and third strokes into one. Finally, we may note that by itself the kanji for <i>rice</i> is an abbreviation used for the <i>United States</i>, which can then also serve as an alternate reading for the main primitive form, if you so wish.	["As a primitive, it keeps its meaning of <i>rice</i>, and is meant to connote a very ordinary, commonplace grain, in contrast to the primitive for <i>wheat</i> that we just learned. (This meaning accords well with Japan, where the output of <i>rice</i> far exceeds that of <i>wheat</i>.) ", "It occasionally takes a different shape when it stands on its own, or is joined to a line above. In this case, we shall have it refer specifically to <i>grains of rice</i> (\u6c3a). This primitive is not to be confused with the similar-looking primitive for <i>water</i> (\u6c34). While the stroke orders are nearly alike, <i>grains of rice</i> (\u6c3a) has 5 strokes, while <i>water</i> (\u6c34) only has 4 because it joins the second and third strokes into one. ", "Finally, we may note that by itself the kanji for <i>rice</i> is an abbreviation used for the <i>United States</i>, which can then also serve as an alternate reading for the main primitive form, if you so wish."]
cs	侖	primitive_keywords	comic-con	Comic-Con
cs	侖	story	Meeting.. Scrapbook..	A meeting (亼) of tome/scrapbook/manga (冊) enthusiasts gives us this memorable primitive of <b>Comic-Con</b>.
cs	倦	comment	In some fonts the horns are drooping downwards and the snake (己) is drawn as fingerprint (㔾) instead.	["In some fonts the horns are drooping downwards and the snake (\u5df1) is drawn as fingerprint (\u353e) instead.", "Story: Chuck Norris (\u4eba) (..or whover your favourite protagonist is) is so <b>fed up</b> with these cheap quarter ([quarter]) in a dime <i>scrolls</i> (\u5dfb) with lousy fonts."]
cs	丹	primitives		舟
cs	丹	story		A rusty <b>cinnabar</b> colored dilapidated <i>boat</i> (舟), found abandoned somewhere. The smoke-stack and the keel have fallen off…
cs	薙	story		["This kanji is used in the name of the Ghost in the Shell protagonist Motoko Kusanagi (\u8349\u8599\u7d20\u5b50, \u304f\u3055\u306a\u304e\u3082\u3068\u3053). ", "Story: Motoko finally has a day off and is <b>trimming</b> his grass (\u8349) lawn when suddenly pops up a notification from her AI assistant (which curiously has an avatar of a <i>pheasant</i>(\u96c9)). \" Intruder alert! Several hostiles incoming!\" says the <i>pheasant</i>.   \"God damn it.. ! Well, I guess it's time to <b>mow them down</b> quickly so I can get back to <b>trimming</b> my lawn.\""]
h	米	primitive_alternatives		氺
h	水	primitive_alternatives	氵氺	氵
