Source	Character	Field	OldValue	NewValue
cs	竇	primitives		穴賣
h	續	primitives		糸士四貝
cs	犢	primitives		牛賣
cs	犢	keywords		calf
h	犢	primitives		牛士四貝
h	區	primitives	囗品	匚品
h	鷗	primitives		區鳥
cs	鷗	keywords		seagull (old)
cs	鷗	comment		This is an old form of 鴎 (seagull). More common uses of this kanji is in the name of 森鷗外" (Mori Ōgai, a famous Japanese poet and novelist).
cs	鬱	primitives		木缶木冖鬯彡
h	鬯	primitives	乂丶凵匕	乂丶丶丶丶凵匕
h	圖	primitives		囗口亠回
cs	圖	keywords		map (old)
cs	圖	comment		This is an old form of 図 (map).
cs	嶌	keywords		island (old)
cs	嶌	story		This is the old form of 島 (island). There also exists the other form 嶋 (alternative island in Heisigs book) which is primarily used in names.
h	嶌	primitives		山鳥
cs	絆	comment		Note that here the 半 is written in old form with downwards slanted 丷.
cs	鮃	keywords		flounder
cs	鮃	comment		Note that here the old form of 平 (even) is used with downward slanting horns 丷.
h	鮃	primitives		魚平
cs	蛉	keywords		moon moth
h	蛉	primitives		虫令
cs	蜻	keywords		dragonfly
h	蜻	primitives		虫青
cs	青	comment		Note that this kanji has an old form 靑 which is still used in some rarer  (Hyougaiji) kanjis such as 鯖 (mackerel).
cs	颱	keywords		typhoon
cs	颱	comment		This kanji is used mainly in the old form 颱風 (たいふ, typhoon) which was simplified later to 台風.
h	颱	primitives		風台
cs	辯	keywords		valve (old variant #1)
cs	辯	comment		This is one of the three old (kyuujitai) kanjis (辯, 瓣, 辨) that were simplified into new form (shinjitai) 弁 (<b>valve</b>).
cs	瓣	keywords		valve (old variant #2)
cs	瓣	comment		This is one of the three old (kyuujitai) kanjis (辯, 瓣, 辨) that were simplified into new form (shinjitai) 弁 (<b>valve</b>).
cs	辨	keywords		valve (old variant #3)
cs	辨	comment		This is one of the three old (kyuujitai) kanjis (辯, 瓣, 辨) that were simplified into new form (shinjitai) 弁 (<b>valve</b>).
h	鑾	primitives		糸言糸金
h	鑾	keywords		tinkling bell
h	轡	keywords	bridle’s bit, tinkling bell	bridle’s bit, bit (on a horse)
h	轡	comment	The primitive at the top of this character is abbreviated in more common words as 亦, a primitive element that was learned in vol. 1 (page 359). Note the following examples:  變 and 戀 (old form) vs 変 and 恋 (modern abbreviation)	["This character is useful in two ways. First, the word itself merits inclusion among the top 3,000 kanji. Secondly, although the combination of primitives at the top, \u7cf8\u8eca\u7cf8, appears only once in the kanji, it alerts us to a similar combination, \u7cf8\u8a00\u7cf8, which differs by substituting the wagon with words. Its abbreviation, \u4ea6, was learned in vol. 1 (page 379). ", "Note the following examples:  \u8b8a, \u6200 and \u7063 (old form) vs \u5909, \u604b and \u6e7e (modern abbreviation)"]
h	燭	comment	fire . . . net . . . bound up . . . insect. [17]	Compare also 濁.
cs	濁	primitives		水蜀
h	髑	primitives		骨罒勹虫
cs	髑	primitives		骨蜀
h	獨	primitives		犬罒勹虫
cs	獨	primitives		犬蜀
h	躅	primitives		足蜀
h	囑	primitives		口屬
h	屬	primitives		尸[i_ching]丨蜀
h	矚	primitives		目屬
h	觸	primitives		角蜀
cs	湾	primitives		水弯
cs	湾	story		In his most daring feat, William Tell (弯) used his <i>bow</i> (弓) to shoot an <i>apple</i> (亦) off the head of his son across the <em>water</em> (氵) of the <em>curve</em> (弯) of the <strong>gulf</strong>.
cs	弯	primitive_keywords		William Tell
cs	弯	story		This is <b>WIlliam Tell</b> stretching his <i>bow</i> (弓) and getting ready to shoot the <i>apple</i> (亦).
h	弯	primitives		亦弓
cs	捗	comment		Note here the older form of the walk 步 primitive.
cs	壺	primitives		士冖亞
cs	壺	keywords	jar	crock (old)
cs	壺	story	This <b>jar</b> is where the <i>samurai</i> (士) keeps his <i>first aid kit</i> (the 'plus' sign looking rare primitive) in a preparation to the battle <i>royal</i> (冖).  The <b>jar</b> is to be opened only after a <i>royal</i> mess, sort of like causing his entrails to be drooping on the <i>floor</i> (一).	This <b>jar</b> is where the <i>samurai</i> (士) keeps his <i>first aid kit</i> (亞) in a preparation to the <i>Asian</i> (亞) battle <i>royal</i> (冖).  The <b>jar</b> is to be opened only after a <i>royal</i> (冖) mess.
cs	壺	comment	This is a sibling kanji to 'crock' (壷) with the same exact readings. This kanji however seems to be more common even though it wasn't included in RTK whereas 壷 was.	This is an old form of 壷 (crock).  This kanji however seems to be more common even though it wasn't included in RTK whereas 壷 was.

cs	亞	keywords		Asia (old)
cs	亞	comment		This is an old form of 亜 (Asia)
cs	惡	keywords		bad (old)
cs	惡	comment		This is an old form of 悪 (bad)
cs	壓	keywords		pressure (old)
cs	壓	comment		This is an old form of 圧 (pressure)
cs	圍	keywords		surround (old)
cs	圍	comment		This is an old form of 囲 (surround)
cs	醫	keywords		doctor (old)
cs	醫	comment		This is an old form of 医 (doctor)
cs	爲	keywords		do (old)
cs	爲	comment		This is an old form of 為 (do)
cs	壹	keywords		I (one) (old)
cs	壹	comment		This is an old form of 壱 (I (one))
cs	逸	keywords		elude (old)
cs	逸	comment		This is an old form of 逸 (elude)
cs	飮	keywords		drink (old)
cs	飮	comment		This is an old form of 飲 (drink)
cs	隱	keywords		conceal (old)
cs	隱	comment		This is an old form of 隠 (conceal)

# Skipping shinjitai 羽 -> Kyuujitai 羽 because listed as alternative
cs	榮	keywords		flourish (old)
cs	榮	comment		This is an old form of 栄 (flourish)
cs	營	keywords		occupation (old)
cs	營	comment		This is an old form of 営 (occupation)

# Adding placeholder Shinjitai 鋭 -> Kyuujitai 銳 kanji
k	銳	radicals		
cs	銳	keywords		pointed (old)
cs	銳	comment		This is an old form of 鋭 (pointed)
cs	衞	keywords		defense (old)
cs	衞	comment		This is an old form of 衛 (defense)

# Adding placeholder Shinjitai 益 -> Kyuujitai 益 kanji
k	益	radicals		
cs	益	keywords		benefit (old)
cs	益	comment		This is an old form of 益 (benefit)
cs	驛	keywords		station (old)
cs	驛	comment		This is an old form of 駅 (station)

# Adding placeholder Shinjitai 悦 -> Kyuujitai 悅 kanji
k	悅	radicals		
cs	悅	keywords		ecstasy (old)
cs	悅	comment		This is an old form of 悦 (ecstasy)
cs	謁	keywords		audience (old)
cs	謁	comment		This is an old form of 謁 (audience)

# Adding placeholder Shinjitai 閲 -> Kyuujitai 閱 kanji
k	閱	radicals		
cs	閱	keywords		review (old)
cs	閱	comment		This is an old form of 閲 (review)
cs	圓	keywords		circle (old)
cs	圓	comment		This is an old form of 円 (circle)
cs	鹽	keywords		salt (old)
cs	鹽	comment		This is an old form of 塩 (salt)
cs	緣	keywords		affinity (old)
cs	緣	comment		This is an old form of 縁 (affinity)
cs	艷	keywords		glossy (old)
cs	艷	comment		This is an old form of 艶 (glossy)
cs	應	keywords		apply (old)
cs	應	comment		This is an old form of 応 (apply)
cs	歐	keywords		Europe (old)
cs	歐	comment		This is an old form of 欧 (Europe)
cs	奧	keywords		core (old)
cs	奧	comment		This is an old form of 奥 (core)
cs	橫	keywords		sideways (old)
cs	橫	comment		This is an old form of 横 (sideways)
cs	溫	keywords		warm (old)
cs	溫	comment		This is an old form of 温 (warm)
cs	穩	keywords		calm (old)
cs	穩	comment		This is an old form of 穏 (calm)
cs	假	keywords		provisional (old)
cs	假	comment		This is an old form of 仮 (provisional)
cs	價	keywords		value (old)
cs	價	comment		This is an old form of 価 (value)
cs	禍	keywords		calamity (old)
cs	禍	comment		This is an old form of 禍 (calamity)
cs	畫	keywords		brush-stroke (old)
cs	畫	comment		This is an old form of 画 (brush-stroke)
cs	悔	keywords		repent (old)
cs	悔	comment		This is an old form of 悔 (repent)
cs	海	keywords		sea (old)
cs	海	comment		This is an old form of 海 (sea)
cs	繪	keywords		picture (old)
cs	繪	comment		This is an old form of 絵 (picture)
cs	壞	keywords		demolition (old)
cs	壞	comment		This is an old form of 壊 (demolition)
cs	懷	keywords		pocket (old)
cs	懷	comment		This is an old form of 懐 (pocket)
cs	慨	keywords		rue (old)
cs	慨	comment		This is an old form of 慨 (rue)
cs	槪	keywords		outline (old)
cs	槪	comment		This is an old form of 概 (outline)
cs	擴	keywords		broaden (old)
cs	擴	comment		This is an old form of 拡 (broaden)
cs	殼	keywords		husk (old)
cs	殼	comment		This is an old form of 殻 (husk)
cs	覺	keywords		memorize (old)
cs	覺	comment		This is an old form of 覚 (memorize)
cs	學	keywords		study (old)
cs	學	comment		This is an old form of 学 (study)
cs	樂	keywords		music (old)
cs	樂	comment		This is an old form of 楽 (music)
cs	喝	keywords		hoarse (old)
cs	喝	comment		This is an old form of 喝 (hoarse)
cs	渴	keywords		thirst (old)
cs	渴	comment		This is an old form of 渇 (thirst)
cs	褐	keywords		brown (old)
cs	褐	comment		This is an old form of 褐 (brown)
cs	罐	keywords		tin can (old)
cs	罐	comment		This is an old form of 缶 (tin can)
cs	卷	keywords		scroll (old)
cs	卷	comment		This is an old form of 巻 (scroll)
cs	陷	keywords		collapse (old)
cs	陷	comment		This is an old form of 陥 (collapse)
cs	勸	keywords		persuade (old)
cs	勸	comment		This is an old form of 勧 (persuade)
cs	寬	keywords		tolerant (old)
cs	寬	comment		This is an old form of 寛 (tolerant)
cs	漢	keywords		Sino- (old)
cs	漢	comment		This is an old form of 漢 (Sino-)
cs	關	keywords		connection (old)
cs	關	comment		This is an old form of 関 (connection)
cs	歡	keywords		delight (old)
cs	歡	comment		This is an old form of 歓 (delight)

# Adding placeholder Shinjitai 館 -> Kyuujitai 館 kanji
k	館	radicals		
cs	館	keywords		Bldg. (old)
cs	館	comment		This is an old form of 館 (Bldg.)
cs	觀	keywords		outlook (old)
cs	觀	comment		This is an old form of 観 (outlook)
cs	顏	keywords		face (old)
cs	顏	comment		This is an old form of 顔 (face)
cs	氣	keywords		spirit (old)
cs	氣	comment		This is an old form of 気 (spirit)
cs	祈	keywords		pray (old)
cs	祈	comment		This is an old form of 祈 (pray)
cs	既	keywords		previously (old)
cs	既	comment		This is an old form of 既 (previously)
cs	歸	keywords		homecoming (old)
cs	歸	comment		This is an old form of 帰 (homecoming)
cs	龜	keywords		tortoise (old)
cs	龜	comment		This is an old form of 亀 (tortoise)
cs	器	keywords		utensil (old)
cs	器	comment		This is an old form of 器 (utensil)
cs	僞	keywords		falsehood (old)
cs	僞	comment		This is an old form of 偽 (falsehood)
cs	戲	keywords		frolic (old)
cs	戲	comment		This is an old form of 戯 (frolic)
cs	犧	keywords		sacrifice (old)
cs	犧	comment		This is an old form of 犠 (sacrifice)
cs	舊	keywords		olden times (old)
cs	舊	comment		This is an old form of 旧 (olden times)
cs	據	keywords		foothold (old)
cs	據	comment		This is an old form of 拠 (foothold)
cs	擧	keywords		raise (old)
cs	擧	comment		This is an old form of 挙 (raise)
cs	虛	keywords		void (old)
cs	虛	comment		This is an old form of 虚 (void)
cs	峽	keywords		gorge (old)
cs	峽	comment		This is an old form of 峡 (gorge)
cs	挾	keywords		sandwiched (old)
cs	挾	comment		This is an old form of 挟 (sandwiched)
cs	狹	keywords		cramped (old)
cs	狹	comment		This is an old form of 狭 (cramped)

# Adding placeholder Shinjitai 教 -> Kyuujitai 敎 kanji
k	敎	radicals		
cs	敎	keywords		teach (old)
cs	敎	comment		This is an old form of 教 (teach)
cs	鄕	keywords		hometown (old)
cs	鄕	comment		This is an old form of 郷 (hometown)
cs	響	keywords		echo (old)
cs	響	comment		This is an old form of 響 (echo)
cs	曉	keywords		daybreak (old)
cs	曉	comment		This is an old form of 暁 (daybreak)
cs	勤	keywords		diligence (old)
cs	勤	comment		This is an old form of 勤 (diligence)
cs	謹	keywords		discreet (old)
cs	謹	comment		This is an old form of 謹 (discreet)
cs	驅	keywords		drive (old)
cs	驅	comment		This is an old form of 駆 (drive)
cs	勳	keywords		meritorious deed (old)
cs	勳	comment		This is an old form of 勲 (meritorious deed)
cs	薰	keywords		fragrant (old)
cs	薰	comment		This is an old form of 薫 (fragrant)
cs	徑	keywords		diameter (old)
cs	徑	comment		This is an old form of 径 (diameter)
cs	莖	keywords		stalk (old)
cs	莖	comment		This is an old form of 茎 (stalk)

# Adding placeholder Shinjitai 契 -> Kyuujitai 契 kanji
k	契	radicals		
cs	契	keywords		pledge (old)
cs	契	comment		This is an old form of 契 (pledge)
cs	惠	keywords		favor (old)
cs	惠	comment		This is an old form of 恵 (favor)
cs	揭	keywords		put up a notice (old)
cs	揭	comment		This is an old form of 掲 (put up a notice)
cs	溪	keywords		mountain stream (old)
cs	溪	comment		This is an old form of 渓 (mountain stream)
cs	經	keywords		sutra (old)
cs	經	comment		This is an old form of 経 (sutra)
cs	輕	keywords		lightly (old)
cs	輕	comment		This is an old form of 軽 (lightly)
cs	繼	keywords		inherit (old)
cs	繼	comment		This is an old form of 継 (inherit)
cs	鷄	keywords		chicken (old)
cs	鷄	comment		This is an old form of 鶏 (chicken)
cs	擊	keywords		beat (old)
cs	擊	comment		This is an old form of 撃 (beat)
cs	缺	keywords		lack (old)
cs	缺	comment		This is an old form of 欠 (lack)
cs	硏	keywords		polish (old)
cs	硏	comment		This is an old form of 研 (polish)
cs	縣	keywords		prefecture (old)
cs	縣	comment		This is an old form of 県 (prefecture)
cs	儉	keywords		frugal (old)
cs	儉	comment		This is an old form of 倹 (frugal)
cs	劍	keywords		saber (old)
cs	劍	comment		This is an old form of 剣 (saber)
cs	險	keywords		precipitous (old)
cs	險	comment		This is an old form of 険 (precipitous)
cs	圈	keywords		sphere (old)
cs	圈	comment		This is an old form of 圏 (sphere)
cs	檢	keywords		examination (old)
cs	檢	comment		This is an old form of 検 (examination)
cs	獻	keywords		offering (old)
cs	獻	comment		This is an old form of 献 (offering)
cs	權	keywords		authority (old)
cs	權	comment		This is an old form of 権 (authority)
cs	顯	keywords		appear (old)
cs	顯	comment		This is an old form of 顕 (appear)
cs	驗	keywords		verification (old)
cs	驗	comment		This is an old form of 験 (verification)
cs	嚴	keywords		stern (old)
cs	嚴	comment		This is an old form of 厳 (stern)

# Skipping shinjitai 戸 -> Kyuujitai 戶 because listed as alternative

# Adding placeholder Shinjitai 呉 -> Kyuujitai 吳 kanji
k	吳	radicals		
cs	吳	keywords		give (old)
cs	吳	comment		This is an old form of 呉 (give)

# Adding placeholder Shinjitai 娯 -> Kyuujitai 娛 kanji
k	娛	radicals		
cs	娛	keywords		recreation (old)
cs	娛	comment		This is an old form of 娯 (recreation)
cs	廣	keywords		wide (old)
cs	廣	comment		This is an old form of 広 (wide)
cs	效	keywords		merit (old)
cs	效	comment		This is an old form of 効 (merit)
cs	恆	keywords		constancy (old)
cs	恆	comment		This is an old form of 恒 (constancy)
cs	黃	keywords		yellow (old)
cs	黃	comment		This is an old form of 黄 (yellow)
cs	鑛	keywords		mineral (old)
cs	鑛	comment		This is an old form of 鉱 (mineral)
cs	號	keywords		nickname (old)
cs	號	comment		This is an old form of 号 (nickname)

# Adding placeholder Shinjitai 告 -> Kyuujitai 吿 kanji
k	吿	radicals		
cs	吿	keywords		revelation (old)
cs	吿	comment		This is an old form of 告 (revelation)
cs	黑	keywords		black (old)
cs	黑	comment		This is an old form of 黒 (black)
cs	穀	keywords		cereals (old)
cs	穀	comment		This is an old form of 穀 (cereals)
cs	碎	keywords		smash (old)
cs	碎	comment		This is an old form of 砕 (smash)
cs	濟	keywords		finish (old)
cs	濟	comment		This is an old form of 済 (finish)
cs	齋	keywords		purification (old)
cs	齋	comment		This is an old form of 斎 (purification)

# Adding placeholder Shinjitai 歳 -> Kyuujitai 歲 kanji
k	歲	radicals		
cs	歲	keywords		year-end (old)
cs	歲	comment		This is an old form of 歳 (year-end)
cs	劑	keywords		dose (old)
cs	劑	comment		This is an old form of 剤 (dose)
cs	殺	keywords		kill (old)
cs	殺	comment		This is an old form of 殺 (kill)
cs	雜	keywords		miscellaneous (old)
cs	雜	comment		This is an old form of 雑 (miscellaneous)
cs	參	keywords		visit (old)
cs	參	comment		This is an old form of 参 (visit)
cs	棧	keywords		scaffold (old)
cs	棧	comment		This is an old form of 桟 (scaffold)
cs	蠶	keywords		silkworm (old)
cs	蠶	comment		This is an old form of 蚕 (silkworm)
cs	慘	keywords		wretched (old)
cs	慘	comment		This is an old form of 惨 (wretched)

# Adding placeholder Shinjitai 産 -> Kyuujitai 產 kanji
k	產	radicals		
cs	產	keywords		products (old)
cs	產	comment		This is an old form of 産 (products)
cs	贊	keywords		approve (old)
cs	贊	comment		This is an old form of 賛 (approve)
cs	殘	keywords		remainder (old)
cs	殘	comment		This is an old form of 残 (remainder)
cs	絲	keywords		thread (old)
cs	絲	comment		This is an old form of 糸 (thread)
cs	祉	keywords		welfare (old)
cs	祉	comment		This is an old form of 祉 (welfare)
cs	視	keywords		inspection (old)
cs	視	comment		This is an old form of 視 (inspection)
cs	齒	keywords		tooth (old)
cs	齒	comment		This is an old form of 歯 (tooth)

# Adding placeholder Shinjitai 飼 -> Kyuujitai 飼 kanji
k	飼	radicals		
cs	飼	keywords		domesticate (old)
cs	飼	comment		This is an old form of 飼 (domesticate)
cs	兒	keywords		newborn babe (old)
cs	兒	comment		This is an old form of 児 (newborn babe)
cs	辭	keywords		resign (old)
cs	辭	comment		This is an old form of 辞 (resign)
cs	濕	keywords		damp (old)
cs	濕	comment		This is an old form of 湿 (damp)
cs	實	keywords		reality (old)
cs	實	comment		This is an old form of 実 (reality)
cs	寫	keywords		copy (old)
cs	寫	comment		This is an old form of 写 (copy)
cs	社	keywords		company (old)
cs	社	comment		This is an old form of 社 (company)
cs	舍	keywords		cottage (old)
cs	舍	comment		This is an old form of 舎 (cottage)
cs	者	keywords		someone (old)
cs	者	comment		This is an old form of 者 (someone)
cs	煮	keywords		boil (old)
cs	煮	comment		This is an old form of 煮 (boil)
cs	釋	keywords		interpretation (old)
cs	釋	comment		This is an old form of 釈 (interpretation)
cs	收	keywords		income (old)
cs	收	comment		This is an old form of 収 (income)
cs	臭	keywords		stinking (old)
cs	臭	comment		This is an old form of 臭 (stinking)
cs	從	keywords		accompany (old)
cs	從	comment		This is an old form of 従 (accompany)
cs	澁	keywords		astringent (old)
cs	澁	comment		This is an old form of 渋 (astringent)
cs	獸	keywords		animal (old)
cs	獸	comment		This is an old form of 獣 (animal)
cs	縱	keywords		vertical (old)
cs	縱	comment		This is an old form of 縦 (vertical)
cs	祝	keywords		celebrate (old)
cs	祝	comment		This is an old form of 祝 (celebrate)
cs	肅	keywords		solemn (old)
cs	肅	comment		This is an old form of 粛 (solemn)
cs	處	keywords		dispose (old)
cs	處	comment		This is an old form of 処 (dispose)
cs	暑	keywords		sultry (old)
cs	暑	comment		This is an old form of 暑 (sultry)
cs	署	keywords		signature (old)
cs	署	comment		This is an old form of 署 (signature)
cs	緖	keywords		thong (old)
cs	緖	comment		This is an old form of 緒 (thong)
cs	諸	keywords		various (old)
cs	諸	comment		This is an old form of 諸 (various)
cs	敍	keywords		confer (old)
cs	敍	comment		This is an old form of 叙 (confer)

# Adding placeholder Shinjitai 尚 -> Kyuujitai 尙 kanji
k	尙	radicals		
cs	尙	keywords		esteem (old)
cs	尙	comment		This is an old form of 尚 (esteem)
cs	將	keywords		leader (old)
cs	將	comment		This is an old form of 将 (leader)
cs	祥	keywords		auspicious (old)
cs	祥	comment		This is an old form of 祥 (auspicious)
cs	稱	keywords		appellation (old)
cs	稱	comment		This is an old form of 称 (appellation)
cs	涉	keywords		ford (old)
cs	涉	comment		This is an old form of 渉 (ford)
cs	燒	keywords		bake (old)
cs	燒	comment		This is an old form of 焼 (bake)
cs	證	keywords		evidence (old)
cs	證	comment		This is an old form of 証 (evidence)
cs	奬	keywords		exhort (old)
cs	奬	comment		This is an old form of 奨 (exhort)
cs	條	keywords		twig (old)
cs	條	comment		This is an old form of 条 (twig)
cs	狀	keywords		status quo (old)
cs	狀	comment		This is an old form of 状 (status quo)
cs	乘	keywords		ride (old)
cs	乘	comment		This is an old form of 乗 (ride)
cs	淨	keywords		clean (old)
cs	淨	comment		This is an old form of 浄 (clean)
cs	剩	keywords		surplus (old)
cs	剩	comment		This is an old form of 剰 (surplus)
cs	疊	keywords		tatami mat (old)
cs	疊	comment		This is an old form of 畳 (tatami mat)
cs	繩	keywords		straw rope (old)
cs	繩	comment		This is an old form of 縄 (straw rope)
cs	壤	keywords		lot (old)
cs	壤	comment		This is an old form of 壌 (lot)
cs	孃	keywords		lass (old)
cs	孃	comment		This is an old form of 嬢 (lass)
cs	讓	keywords		defer (old)
cs	讓	comment		This is an old form of 譲 (defer)
cs	釀	keywords		brew (old)
cs	釀	comment		This is an old form of 醸 (brew)
cs	觸	keywords		contact (old)
cs	觸	comment		This is an old form of 触 (contact)
cs	囑	keywords		entrust (old)
cs	囑	comment		This is an old form of 嘱 (entrust)
cs	神	keywords		gods (old)
cs	神	comment		This is an old form of 神 (gods)
cs	眞	keywords		true (old)
cs	眞	comment		This is an old form of 真 (true)
cs	寢	keywords		lie down (old)
cs	寢	comment		This is an old form of 寝 (lie down)
cs	愼	keywords		humility (old)
cs	愼	comment		This is an old form of 慎 (humility)
cs	盡	keywords		exhaust (old)
cs	盡	comment		This is an old form of 尽 (exhaust)
cs	粹	keywords		chic (old)
cs	粹	comment		This is an old form of 粋 (chic)
cs	醉	keywords		drunk (old)
cs	醉	comment		This is an old form of 酔 (drunk)
cs	穗	keywords		ear of a plant (old)
cs	穗	comment		This is an old form of 穂 (ear of a plant)
cs	隨	keywords		follow (old)
cs	隨	comment		This is an old form of 随 (follow)
cs	髓	keywords		marrow (old)
cs	髓	comment		This is an old form of 髄 (marrow)
cs	樞	keywords		hinge (old)
cs	樞	comment		This is an old form of 枢 (hinge)
cs	數	keywords		number (old)
cs	數	comment		This is an old form of 数 (number)
cs	瀨	keywords		rapids (old)
cs	瀨	comment		This is an old form of 瀬 (rapids)
cs	聲	keywords		voice (old)
cs	聲	comment		This is an old form of 声 (voice)

# Skipping shinjitai 青 -> Kyuujitai 靑 because listed as alternative
cs	齊	keywords		adjusted (old)
cs	齊	comment		This is an old form of 斉 (adjusted)
cs	淸	keywords		pure (old)
cs	淸	comment		This is an old form of 清 (pure)

# Adding placeholder Shinjitai 晴 -> Kyuujitai 晴 kanji
k	晴	radicals		
cs	晴	keywords		clear up (old)
cs	晴	comment		This is an old form of 晴 (clear up)

# Adding placeholder Shinjitai 精 -> Kyuujitai 精 kanji
k	精	radicals		
cs	精	keywords		refined (old)
cs	精	comment		This is an old form of 精 (refined)
cs	靜	keywords		quiet (old)
cs	靜	comment		This is an old form of 静 (quiet)

# Adding placeholder Shinjitai 税 -> Kyuujitai 稅 kanji
k	稅	radicals		
cs	稅	keywords		tax (old)
cs	稅	comment		This is an old form of 税 (tax)
cs	竊	keywords		stealth (old)
cs	竊	comment		This is an old form of 窃 (stealth)
cs	攝	keywords		vicarious (old)
cs	攝	comment		This is an old form of 摂 (vicarious)
cs	節	keywords		node (old)
cs	節	comment		This is an old form of 節 (node)

# Adding placeholder Shinjitai 説 -> Kyuujitai 說 kanji
k	說	radicals		
cs	說	keywords		explanation (old)
cs	說	comment		This is an old form of 説 (explanation)

# Adding placeholder Shinjitai 絶 -> Kyuujitai 絕 kanji
k	絕	radicals		
cs	絕	keywords		discontinue (old)
cs	絕	comment		This is an old form of 絶 (discontinue)
cs	專	keywords		specialty (old)
cs	專	comment		This is an old form of 専 (specialty)
