Source	Character	Field	OldValue	NewValue
wr	上	comment		<p>Try to remember Jourm, the local farmhand. He is a recurring character that will come up anytime the reading for a kanji is <ja>じょう</ja>.</p><p>He is a very big man, and he wears farmer's clothes. It's important to imagine your version of Jourm as very big, because it will help us to differentiate him from Jo-Anne, who is the character associated with the similar, but shorter reading (and character) <ja>じょ</ja>. Although Jourm will develop as you go through all the <ja>じょう</ja> reading kanji, for now just imagine him as a big, kinda slow dude who works for a local farmer. Also, he only has nine or fewer toes, apparently.</p>
wk	上	keywords		above,up,over
wk	上	story		You find a <radical>toe</radical> on the <radical>ground</radical>. It's weird, because it's <kanji>above</kanji> the ground, not where toes belong.
wk	上	comment		Focus your imagination on how body parts should be buried, not above ground like this. Sure, finding a toe is a little strange, but finding a toe above the ground? Downright silly.
wk	上	primitives		卜一
wr	下	story		か, げ: You keep digging for the <radical>toe</radical> <kanji>below</kanji> the <radical>ground</radical>, and instead of hitting a <radical>toe</radical> you hit something hard and metallic. You keep digging and digging around it, but it's huge. Turns out, you found yourself a <reading>car</reading> (<ja>か</ja>). Keep digging until you unearth the car. Inside, you find the toe you were looking for.
wr	下	comment		There's another useful on'yomi reading that just isn't useful enough for you to learn now. That reading is <ja>げ</ja>, but we're only going to worry about that much, much later when you have to learn one or two vocab words that read <ja>下</ja> as <ja>げ</ja>. That's the problem with really common kanji - too many readings.
wk	下	keywords		below,down,under,beneath
wk	下	story		There's a <radical>toe</radical> <kanji>below</kanji> <radical>ground</radical>.
wk	下	comment		So, where is the <radical>toe</radical> now? It's <kanji>below</kanji> ground. Imagine yourself digging it out, and thinking... ugh, why does it have to be <kanji>below</kanji> ground like this? So irritating. Will I be able to sew it back on in time to save it?
wk	下	primitives		一卜
wk	土	keywords		dirt
wk	土	story		There's a cross drawn on the ground, making this <radical>dirt</radical>. You can draw anything in the dirt, it just happens to be a cross this time. Imagine drawing a cross in the dirt with your finger. Feel the dirt get stuck under your fingernail and never forget.
wk	刀	keywords		sword
wk	刀	story		If you look at this radical, it looks like the bottom part of a <radical>sword</radical>—the handle, more specifically. This radical also looks a lot like the power radical (<ja>力</ja>), so don't get them confused. It's missing the little nubbin at the top, because 90% of the power comes from the sword to cut your enemies down (which is why the sword radical is 90% of the power radical).
wk	𠂇	keywords		narwhal
wk	𠂇	story		This radical looks like the katakana character <ja>ナ</ja> (na), which we're going to say stands for <radical>narwhal</radical>. Plus, this radical kind of looks like a narwhal, right? The body and head on the bottom, and the single majestic narwhal horn coming out the top, shooting up out of the water and into the air. Oh, and don't confuse this radical with treasure. The sideways line for narwhal (<ja>ナ</ja>) is horizontal, the sideways line for treasure is at more of a downward angle (<ja>メ</ja>), like an "X."
wk	丁	keywords		street
wk	丁	story		There's a barb under the ground, holding it in place. This is actually a <radical>street</radical>. All streets have to be secured to the ground with barbs so that they don't slide all over the place. If you tried to pick up the asphalt streets we have today, you'd still find barbs under the ground to keep them there. The more you know! ⭐
wk	儿	keywords		legs
wk	儿	story		This radical already looks like a pair of <radical>legs</radical>. There's even feet on these legs (unlike the fins radical, which you learned earlier). That's how you know these are legs and not fins (or something else).
wk	冂	keywords		head
wk	冂	conflicting_keywords		h:head
wk	冂	story		This is the kind of <radical>head</radical> a child might draw—can you imagine it with eyes, nose, mouth, and ears too? Whoever's head this is, it's really square. Maybe it's the head of a <a href="https://en.wikipedia.org/wiki/SpongeBob_SquarePants_(character)" target="_blank">famous spongy cartoon character</a>. Hmm.
wk	又	keywords		stool
wk	又	story		This looks just like a fold-out <radical>stool</radical>, amiright?
wk	乂	keywords		treasure
wk	乂	story		This radical is <radical>treasure</radical> because "X marks the spot," as they say. Doesn't it look like the X on a pirate treasure map? You want to go find that treasure now, right?!
wk	千	keywords		thousand
wk	千	story		You're in a room, surrounded by slides. Down off the slides tumble cross after cross after cross. They're bouncing in and hitting you in the face, the arm, everywhere... With each cross comes a voice yelling, "ONE! TWO! THREE HUNDRED! FIVE HUNDRED!" and so on. You are worried it will never end, because you're starting to drown in the crosses. Then the voice yells out ONE <radical>THOUSAND</radical> and they stop. Still, you can't move. Think about all the numbers being called out, and keep wondering if it'll be the last one. Feel the relief you'd feel if it stops on a thousand, because you won't be buried anymore. The thousand crosses are covering you entirely, over your head, but because they're crosses you can still breathe.
wk	夕	keywords		evening
wk	夕	story		Do you see the prison and drop radicals making up this radical? This prison is holding onto a drop because it's the <radical>evening</radical>. Evening air does a better job of holding on to drops of liquid like this, which is why everything is covered in dew in the morning.
wk	子	keywords		child
wk	子	story		This radical is made up of two barbs and one ground radical. If there are barbs on the ground, whom (especially) do you want to avoid that area? You want your <radical>child</radical> to avoid it, since children are so careless and often don't wear shoes. Imagine how bad you'd feel if you let a child walk around on top of these barbs! Pretty bad, I imagine.
wk	小	keywords		small
wk	小	story		You have fins and you have a barb. A fish that you can stick an entire barb through like this would have to be really <radical>small</radical>, since it's sticking through the whole fish body (which you can imagine by basing the body off the size of the fins compared to the already small barb.)
wk	弓	keywords		bow
wk	弓	story		This radical looks like a fancy composite <radical>bow</radical> people would use to shoot at targets and definitely not any normal living animals. See how the middle part is being pulled back? Imagine holding this bow and firing it at a target shaped like a giant alligator-crab monster.
wk	尸	keywords		flag
wk	尸	story		See the <radical>flag</radical> in this radical? There's a pole with a flag on the end of it, blowing in the wind. Basically, this radical looks just like a flag.
wk	彡	keywords		hair
wk	彡	story		These three streaks flowing off to the side are three strands of hair. Pretty easy to see and remember, right?
wk	五	keywords		five
wk	五	story		If you use your imagination, this radical actually looks like the number "5." You have to remove the vertical line in the bottom left, but once you do that, you have an easy way to remember that this radical means <radical>five</radical>.
wk	天	keywords		heaven
wk	天	story		There is a two radical and a person radical. The first level of a person's life is on earth. The second level (this level, which is why there's a two radical here) is in heaven. So when you see a person at level 2, you know they're in <radical>heaven</radical>.
wk	手	keywords		hand
wk	手	story		This one's a little tough to picture, but I believe in you. The barb in the middle is the wrist/arm. Then, there are four regular fingers coming off of it and then one big thumb (the slide radical at the top). So you have four fingers, a thumb, and a wrist. This is what makes up your crazy looking <radical>hand</radical>.
wk	文	keywords		writing
wk	文	story		This looks like a stool with a lid on it, but it's actually a <radical>writing</radical> desk. Do you see it? It's a nice, quiet place for writing. You can even see the pen sticking up in the middle. Wouldn't you want to do your writing here?
wk	月	keywords		moon
wk	月	story		The <radical>moon</radical> is actually made of the sun, but it has little legs coming off of it leaning towards the left. Why? Because the moon is always running away from the sun as fast as it can. It doesn't want to get caught on fire, so it has to run to stay ahead!
wk	止	keywords		stop
wk	止	story		There's a giant toe and a stick in the ground in front of you. You're driving your car toward them, but you don't see them until your lights hit them. What would these things cause you to do? Most likely <radical>stop</radical> your car right away.
wk	水	keywords		water
wk	水	story		There are drops of liquid coming out of both sides of this barb. You can imagine the barb being stuck into the ground then pulled out. When it is, <radical>water</radical> comes gushing out of both sides! That's why this radical is water.
wk	火	keywords		fire
wk	火	story		See the person radical here? It's got things coming off of it... what are those things—OH MY GOD IT'S <radical>FIRE</radical>!!! Help, help! Put the fire out!
wk	犬	keywords		dog
wk	犬	story		Remember the big guy that helped you remember the big radical? Now the big guy has something on his shoulder... what is that? You look and see that he has a <radical>dog</radical> up there, perched as if it were a parrot or a cat or something. Dogs aren't supposed to be up on people's shoulders like that, but for him? It works!
wk	王	keywords		king
wk	王	story		This radical is not something anyone can have. Only a <radical>king</radical> can wear this crown upon his head. This radical is the sign of kings. Imagine your favorite king wearing this on their head. It's a pretty distinctive shape—I think you can do it.
wk	中	keywords		middle
wk	中	story		There's a stick going right through the <radical>middle</radical> of someone's mouth! Imagine that mouth being yours. Measure the placement of the stick. Perfectly aligned, right in the middle. That's amazing, though to be honest, you probably have bigger problems than measuring the location of this stick in your mouth.
wk	本	keywords		book
wk	本	story		There's a cut right at the base of this tree. Why would someone cut down a tree? To make a <radical>book</radical> out of it! Imagine living in the old days when you'd have to cut down a tree yourself to write or read a book.
wk	田	keywords		rice paddy
wk	田	story		Rice paddies are made up of fields with irrigation lines going between them. See the four rice paddies with water flowing between and around them? That's why this radical is <radical>rice paddy</radical>.
wk	白	keywords		white
wk	白	story		Add a drop of the sun to something and it will turn it <radical>white</radical>. The sun is really strong, so even a single drop will burn anything white. Why do you think so many beaches are white? Even the drops of sunblock you use to stop the sun's rays is white. So when you think of sun drops, think white.
wk	目	keywords		eye
wk	目	story		See the iris in the middle of the eyeball? Remember that there are no round things in kanji, so square things take their place. That makes this a pretty realistic, square <radical>eye</radical>. You just have to squint with your real eyes a bit.
wk	石	keywords		stone
wk	石	story		There's a leaf growing out of a square thing (which is normally a mouth, but not this time). The leaf is growing out of a <radical>stone</radical>. I mean, obviously, because leaves don't grow out of mouths. I hope. Anyway, picture a stone in the middle of nature with a leaf growing out of it or just behind it and you'll never forget this radical!
wk	立	keywords		stand
wk	立	story		Two sticks are propping up a lid. By doing this, they're making it <radical>stand</radical> up.
wk	牛	keywords		cow
wk	牛	story		There's a cross and a gun, with the gun going through the cross. You're using the cross to stabilize your gun, because you need to shoot a <radical>cow</radical> for dinner. You bring your cross because you need to bless the cow once you've killed it (and it's also a good stand for your gun). Poor cow.
wk	厶	keywords		private
wk	厶	story		This is a little triangle that's almost completely closed off. When you want to be alone, you hide in a place where you can be in <radical>private</radical>. That's why this is the private radical. You're closing yourself off to the rest of the world, with just a little peephole.
wr	了	story		りょう: How does the fish lure maker test his newly <kanji>finish</kanji>ed lure out? The one he just finished? He gets in a <reading>row</reading> (<ja>りょう</ja>) boat and rows out into the sea.
wr	了	comment		Make him think that he can’t just use his new lure on the side of the lake / ocean / whatever. He has to get out there, but unfortunately all he has is a crappy row boat. Imagine the row boat being terrible, leaky, and dangerous, which is why you’re surprised when he goes for it. That’s a terrible row boat to use! If you do this, you'll focus your mind on the rowboat part of things, which will help you to remember the reading of this kanji.
wk	了	keywords		finish,complete,end
wk	了	conflicting_keywords		h:finish,h:end
wk	了	story		Think about it this way. There is a famous fishing lure inventor, working on his best work ever. He’s old, and he’s been trying to make the best fishing lure for the last 50 years, and knows this will be his last invention. Then he figures it out. He takes one <radical>barb</radical>, and connects the end of it to the top of another <radical>barb</radical>. When he does this, he knows his work is finally <kanji>finish</kanji>ed.
wk	了	comment		Make sure you look at this amazing fishing lure too - hold it in your hand, see the two barbs fused together. Think about how strange this lure is. Is this really the best in the world? Will this really finish all other fishing lures?
wk	了	primitives		亅
wr	丸	story		まる: <p>Do you know about the adorable cat Maru? If not, you should <a href="http://www.youtube.com/watch?v=z_AbfPXTKms" target=“_blank”>check it out</a>. May seem like a distraction, but if you come back knowing the reading for this kanji, then it's totally worth while.</p><p>When you think about a circle, think about <reading>Maru</reading> all rolled up in a little circle, being super adorable. Don't tell me it doesn't melt your heart just thinking about it.</p><p>Alternatively, you could also look at this kanji and think of Maru inside of a box, with his little tail sticking out of it. Whatever works best for you, just get yourself to "Maru."</p>
wr	丸	comment		Obviously if you "don't know this reading" well enough, you should watch some more Maru videos. I'll understand... just make sure you come back someday, okay?
wk	丸	keywords		circle,circular,round
wk	丸	conflicting_keywords		h:circle
wk	丸	story		What's something with <radical>nine</radical> sides? Just add a <radical>drop</radical> and you'll have something that's almost a <kanji>circle</kanji>.
wk	丸	comment		It's not quite a <kanji>circle</kanji> though. You just need to add a <radical>drop</radical> of liquid to the edges to smooth it out to become a full circle.
wk	丸	primitives		九丶
wr	才	story		さい: You check your <kanji>genius</kanji> trap, and there's a genius stuck in the barbs! You know it's a genius because they're actually a <reading>cy</reading>borg (<ja>さい</ja>).
wr	才	comment		Cyborgs have brain implants, so they're definitely all geniuses.
wk	才	keywords		genius
wk	才	story		On the <radical>ground</radical> you put <radical>barb</radical>s at the bottom of a <radical>slide</radical> because you're a <kanji>genius</kanji> trying to catch another <kanji>genius</kanji>.
wk	才	comment		Imagine yourself placing the barbs in front of the slide, thinking about how your genius plan will surely catch another genius.
wk	才	primitives		一亅丿
wr	六	story		ろく: <p>Whenever we need to remember the reading <ja>ろく</ja> we just use the word <reading>rock</reading>.</p><p>So, think about the devil and the devil's number. What is often associated with those things? Why, <reading>rock</reading> (<ja>ろく</ja>) and roll is. Imagine the lid-head fin-legged beast suddenly blasting out rock music in the middle of his destructive mayhem.</p>
wr	六	comment		Sing along with the monster, if it helps you to remember the reading of this kanji.
wk	六	keywords		six
wk	六	story		Just imagine a beast with a <radical>lid</radical> for a head and <radical>fins</radical> for feet, running around looking as insane as possible (really imagine it!). When it runs up to you, it shows you the top of its lid-head. On it is written the numbers 666. Why? Because it's a spawn of the devil, and the number <kanji>six</kanji> is the devil's number.
wk	六	comment		Imagine this beast doing various crazy things, the crazier the better (to help you remember). Make sure all these things are associated with the devil and the devil's number (<kanji>six</kanji>), so you can remember the meaning of this kanji.
wk	六	primitives		亠ハ
wr	円	story		えん: What does the word <kanji>yen</kanji> sound like? It sounds like <ja>えん</ja>. Why? because back in the day, Japanese used to have a "ye" sound, but now it doesn't. Instead, it's an "e" sound, which is why yen = <ja><reading>えん</reading></ja>!
wr	円	comment		Picture these <kanji>round</kanji> <ja>えん</ja> in your mind. Maybe look some up online too, just to be safe.
wk	円	keywords		yen,round,circle
wk	円	conflicting_keywords		h:round
wk	円	story		The combination of radicals for this kanji may not be obvious at first, but if you look carefully you'll see it. The <radical>lid</radical> is inside the <radical>head</radical> for this kanji because it's holding something in. Imagine the top of someone's head being closed by a lid. Open that lid up and peer inside... it's full of <kanji>yen</kanji> coins, the currency of Japan!
wk	円	comment		Another thing that will help is to associate the word <kanji>round</kanji> to this kanji, because it has both of these meanings. Both are right, and if you learn one that's better than not learning either, but maybe if you think about how round the coins themselves are inside this person's head, you'll remember this one too.
wk	円	primitives		冂亠
wr	出	story		しゅつ: As you're trying to <kanji>exit</kanji> this mountain range, you suddenly realize that someone is actually hunting you. What? Make sure to feel that sudden realization. It's crazy. Then, you find the exit and run towards it. Sadly, the hunter is waiting there, and he <reading>shoots you</reading> (<ja>しゅつ</ja>) through the leg, knocking you down.
wr	出	comment		Focus on the surprise of realizing you're being hunted while trying to find the exit to the mountain range, then focus on the next part, where you get shot. View it in your head as the hunter shooting you. Powww!
wk	出	keywords		exit
wk	出	story		There are two <radical>mountains</radical> in front of you... and probably a bunch more around you too. You are in a pass, and don't know how to get out. You are frantically looking for the <kanji>exit</kanji> before you freeze to death. The most important thing is to find the exit from this mountain range - your life depends on it.
wk	出	comment		In your imagination, really feel like your life depends on getting out. The important part is the feeling of "needing to get out of the mountain pass." If you have this feeling, you'll be more likely to remember that this kanji means exit, because that's what you want to do when you see this kanji.
wk	出	primitives		山
wr	右	story		ゆう, う: How did we know to look from the <kanji>right</kanji>, though? Because the <reading>you</reading>ths (<ja>ゆう</ja>) figured it out. Youths think in ways that older people usually don't. That's why they can see the swirls on cereal, hear the music behind noise, and of course, look at things from the right side.
wr	右	comment		<p>Imagine a bunch of youths walking in a group and looking at everything from the right. You remember when you were a youth and you used to look at everything from one side too.</p><p>Note: All the <ja>ゆう</ja> readings will use the word "youths" for the reading mnemonic. You can think of these "youths" as a group of younger people who cause a lot of the problems in this world.</p>
wk	右	keywords		right
wk	右	story		<p><radical>Narwhal</radical> <radical>mouth</radical>s are on the <kanji>right</kanji> side of their head. In fact, some people didn't think they had mouths at all because they weren't looking from the right. Rookie mistake.</p><p>See how the "mouth" radical is to the right of the "narwhal" radical? That should help you remember that this means <kanji>right</kanji>.</p>
wk	右	comment		Imagine looking at a narwhal from the front. No mouth. Now look at it from the right. Mouth!
wk	右	primitives		𠂇口
wr	四	story		し: This amazing feat, which turned you into a <kanji>four</kanji> sided square, has you looking like a four sided animal: the <reading>shee</reading>p (<ja>し</ja>). Look at yourself in the mirror and see an adorable four-sided sheep looking back at you. (You can't see the other sides because mirrors aren't 3D and whatnot. So you're a bit cartoonish.)
wr	四	comment		What's better than one four sided sheep?
wk	四	keywords		four
wk	四	story		Imagine contorting yourself in such a way that your <radical>legs</radical> end up inside your <radical>mouth</radical>. You have bent your body in all the wrong ways in order to achieve this. In fact, if you look at yourself, you look like a square now... You're just a person with <kanji>four</kanji> sides.
wk	四	comment		If you can get to square, you should be able to get to four as well, since squares always have four sides.
wk	四	primitives		口儿
wr	左	story		さ: In their <kanji>left</kanji> hands, the narwhals all hold <reading>saw</reading>s (<ja>さ</ja>). That's because the ice for their homes is already there, so they just need to saw away at them to make the shapes they want. Narwhal construction is actually very simple.
wr	左	comment		If you're right-handed, imagine trying to use these left-handed saws. It flips and flops all over until you drop it. But if you're left-handed it feels just right!
wk	左	keywords		left
wk	左	story		<radical>Narwhal</radical>s do <radical>construction</radical> with their <kanji>left</kanji> hands (or flippers, I guess). That's because all narwhals are left-handed!
wk	左	comment		Picture a bunch of narwhals constructing an underwater ice village. They're all working away with their left hands.
wk	左	primitives		𠂇工
wr	正	story		せい, しょう: You did the <kanji>correct</kanji> thing, so the <reading>Shou</reading>gun (<ja>しょう</ja>) shows up to reward you! He holds out a shiny new <reading>sa</reading>ber (<ja>せい</ja>) in his hand, gently taps it onto each of your shoulders, and then hands it to you. It's big, curved and you love it.
wr	正	comment		Being correct got the Shougun to notice you AND a new saber. You better make sure to answer this kanji correctly in your reviews too, so you can keep being correct and have more nice things happen.
wk	正	keywords		correct
wk	正	story		There is a line on the <radical>ground</radical> so you <radical>stop</radical> and a giant sign pops up that says <kanji>CORRECT</kanji>! You obeyed the rules of the road and did the correct thing.
wk	正	comment		Imagine walking, staring at the ground until you come across a line that you're supposed to stop at. If you stop, the big "correct" sign appears, chiming a happy tune.
wk	正	primitives		一止
wr	玉	story		たま: Think of someone curled up in a ball. It is someone you know / someone famous named “Tom” (<ja>たま</ja>).
wr	玉	comment		So, who's in a ball? Which "Tom" did you choose?
wk	玉	keywords		ball
wk	玉	story		The <radical>king</radical> has something in his hand that he's <radical>drop</radical>ping... but it bounces too! He's bouncing a <kanji>ball</kanji>
wk	玉	comment		This kanji looks just like a king bouncing a <kanji>ball</kanji>, no? If not, imagine the kanji itself bouncing the drop (the <kanji>ball</kanji>) over and over again, then laying some hoops like a pro.
wk	玉	primitives		王丶
wr	々	story		のま: <p>In Japanese, this symbol is often called the <ja>のま</ja> because it looks like the katakana characters <ja>ノ</ja> and <ja>マ</ja> put together. If you know katakana then this will be easy to read. If you don't, think of it this way:</p><p>Your mom is the <kanji>repeater</kanji>. She is trying to force feed you over and over again until you explode (literally). You keep yelling "<reading>No ma</reading>!" (<ja>のま</ja>) but she doesn't stop. She's on a repeating track, never stopping, repeating forever.</p>
wr	々	comment		If you feel like you're so full you're about to burst, and if you imagine your mom doing this to you (how could you, ma?), you should be able to remember the reading of this kanji. That being said, the reading is mostly only useful in the event that you have to identify a <ja>々</ja>—otherwise, you won't see it much.
wk	々	keywords		repeater,repetition,reduplication,iteration mark
wk	々	story		<p>This is a strange kanji because it doesn't really mean anything at all. In fact, what it does is it repeats the kanji that comes before it. For example: <ja>人々</ja> is actually <ja>人人</ja>. This kanji shows up whenever there's a repeating kanji, because it's often easier to write than writing a more complicated kanji twice. That's why this kanji is the <kanji>repeater</kanji>. It repeats what comes before it.</p><p>To remember that this kanji is the repeater, though, think of a <radical>drop</radical> of water dripping into a <radical>prison</radical>. Drip drop drip drop. It does that over and over again, driving the prisoners nuts. But it never stops. It just repeats over and over.</p>
wk	々	comment		Since this kanji doesn't really have a meaning as much as it does a function, try to change the way you think about it when you're memorizing it.
wk	々	primitives		勹丶
wk	匕	keywords		spoon
wk	匕	story		This radical looks like a <radical>spoon</radical>! Well, a spoon that's been bent a lot by an angry person or a psychic. Go grab a spoon and try to bend it into this shape. Then hold on to it so you'll never forget that this is the spoon radical!
wk	夂	keywords		winter
wk	夂	conflicting_keywords		h:winter
wk	夂	story		This radical looks like the evening radical but has an extra long stroke. That's because evenings are long in the <radical>winter</radical>. It gets dark super early.
wk	干	keywords		dry
wk	干	story		You have two on a stick. Two what? Well, you can't tell because they're too <radical>dry</radical>. Someone put two somethings on this stick to dry, but they seem to have left them out for way too long. Was it meat? Fish? Cucumbers? You have no clue, but they're two very dry somethings, that's for sure.
wk	广	keywords		canopy
wk	广	story		This is a <radical>canopy</radical>. See the cloth draping down and the little point at the middle holding it up? You could sit under here and enjoy a bright, summer day without getting any sun!
wk	扌	keywords		fingers
wk	扌	story		This looks like the hand (<ja>手</ja>) radical, but smaller. That's because it's just the <radical>fingers</radical>. You don't always have room for a whole hand to be in a kanji, but there's always space for a few fingers.
wk	元	keywords		origin
wk	元	story		You have two legs making up this radical. Between two legs is where you came from, no matter how you look at it. These two legs are your <radical>origin</radical>.
wk	心	keywords		heart
